CODE,DESCRIPTION,IP_SRVC_CTG_SHORT,OP_SRVC_CTG_SHORT,PH_SRVC_CTG_SHORT
83026,Lab/Pathology,,PTHL,PTHL
83030,Lab/Pathology,,PTHL,PTHL
83033,Lab/Pathology,,PTHL,PTHL
83036,Lab/Pathology,,PTHL,PTHL
83037,Lab/Pathology,,PTHL,PTHL
83045,Lab/Pathology,,PTHL,PTHL
83050,Lab/Pathology,,PTHL,PTHL
83051,Lab/Pathology,,PTHL,PTHL
83060,Lab/Pathology,,PTHL,PTHL
83065,Lab/Pathology,,PTHL,PTHL
83068,Lab/Pathology,,PTHL,PTHL
83069,Lab/Pathology,,PTHL,PTHL
83070,Lab/Pathology,,PTHL,PTHL
83080,Lab/Pathology,,PTHL,PTHL
83088,Lab/Pathology,,PTHL,PTHL
83090,Lab/Pathology,,PTHL,PTHL
83150,Lab/Pathology,,PTHL,PTHL
83491,Lab/Pathology,,PTHL,PTHL
83497,Lab/Pathology,,PTHL,PTHL
83498,Lab/Pathology,,PTHL,PTHL
83499,Lab/Pathology,,PTHL,PTHL
83500,Lab/Pathology,,PTHL,PTHL
83505,Lab/Pathology,,PTHL,PTHL
83516,Lab/Pathology,,PTHL,PTHL
83518,Lab/Pathology,,PTHL,PTHL
83519,Lab/Pathology,,PTHL,PTHL
83520,Lab/Pathology,,PTHL,PTHL
83525,Lab/Pathology,,PTHL,PTHL
83527,Lab/Pathology,,PTHL,PTHL
83528,Lab/Pathology,,PTHL,PTHL
83540,Lab/Pathology,,PTHL,PTHL
83550,Lab/Pathology,,PTHL,PTHL
83570,Lab/Pathology,,PTHL,PTHL
83582,Lab/Pathology,,PTHL,PTHL
83586,Lab/Pathology,,PTHL,PTHL
83593,Lab/Pathology,,PTHL,PTHL
83605,Lab/Pathology,,PTHL,PTHL
83615,Lab/Pathology,,PTHL,PTHL
83625,Lab/Pathology,,PTHL,PTHL
83630,Lab/Pathology,,PTHL,PTHL
83631,Lab/Pathology,,PTHL,PTHL
83632,Lab/Pathology,,PTHL,PTHL
83633,Lab/Pathology,,PTHL,PTHL
83655,Lab/Pathology,,PTHL,PTHL
83661,Lab/Pathology,,PTHL,PTHL
83662,Lab/Pathology,,PTHL,PTHL
83663,Lab/Pathology,,PTHL,PTHL
83664,Lab/Pathology,,PTHL,PTHL
83670,Lab/Pathology,,PTHL,PTHL
83690,Lab/Pathology,,PTHL,PTHL
83695,Lab/Pathology,,PTHL,PTHL
83698,Lab/Pathology,,PTHL,PTHL
83700,Lab/Pathology,,PTHL,PTHL
83701,Lab/Pathology,,PTHL,PTHL
83704,Lab/Pathology,,PTHL,PTHL
83715,Lab/Pathology,,PTHL,PTHL
83716,Lab/Pathology,,PTHL,PTHL
83718,Lab/Pathology,,PTHL,PTHL
83719,Lab/Pathology,,PTHL,PTHL
83721,Lab/Pathology,,PTHL,PTHL
83727,Lab/Pathology,,PTHL,PTHL
83735,Lab/Pathology,,PTHL,PTHL
83775,Lab/Pathology,,PTHL,PTHL
83785,Lab/Pathology,,PTHL,PTHL
83788,Lab/Pathology,,PTHL,PTHL
83789,Lab/Pathology,,PTHL,PTHL
83805,Lab/Pathology,,PTHL,PTHL
83825,Lab/Pathology,,PTHL,PTHL
83835,Lab/Pathology,,PTHL,PTHL
83840,Lab/Pathology,,PTHL,PTHL
83857,Lab/Pathology,,PTHL,PTHL
83861,Lab/Pathology,,PTHL,PTHL
83864,Lab/Pathology,,PTHL,PTHL
83872,Lab/Pathology,,PTHL,PTHL
83873,Lab/Pathology,,PTHL,PTHL
83874,Lab/Pathology,,PTHL,PTHL
83876,Lab/Pathology,,PTHL,PTHL
83880,Lab/Pathology,,PTHL,PTHL
83883,Lab/Pathology,,PTHL,PTHL
83885,Lab/Pathology,,PTHL,PTHL
83887,Lab/Pathology,,PTHL,PTHL
83890,Lab/Pathology,,PTHL,PTHL
83892,Lab/Pathology,,PTHL,PTHL
83893,Lab/Pathology,,PTHL,PTHL
83896,Lab/Pathology,,PTHL,PTHL
83898,Lab/Pathology,,PTHL,PTHL
83900,Lab/Pathology,,PTHL,PTHL
83901,Lab/Pathology,,PTHL,PTHL
83907,Lab/Pathology,,PTHL,PTHL
83912,Lab/Pathology,,PTHL,PTHL
83915,Lab/Pathology,,PTHL,PTHL
83916,Lab/Pathology,,PTHL,PTHL
83918,Lab/Pathology,,PTHL,PTHL
83919,Lab/Pathology,,PTHL,PTHL
83921,Lab/Pathology,,PTHL,PTHL
83925,Lab/Pathology,,PTHL,PTHL
83930,Lab/Pathology,,PTHL,PTHL
83935,Lab/Pathology,,PTHL,PTHL
83937,Lab/Pathology,,PTHL,PTHL
83945,Lab/Pathology,,PTHL,PTHL
83950,Lab/Pathology,,PTHL,PTHL
83951,Lab/Pathology,,PTHL,PTHL
83970,Lab/Pathology,,PTHL,PTHL
83986,Lab/Pathology,,PTHL,PTHL
83987,Lab/Pathology,,PTHL,PTHL
83992,Lab/Pathology,,PTHL,PTHL
83993,Lab/Pathology,,PTHL,PTHL
84022,Lab/Pathology,,PTHL,PTHL
84030,Lab/Pathology,,PTHL,PTHL
84035,Lab/Pathology,,PTHL,PTHL
84060,Lab/Pathology,,PTHL,PTHL
84061,Lab/Pathology,,PTHL,PTHL
84066,Lab/Pathology,,PTHL,PTHL
84075,Lab/Pathology,,PTHL,PTHL
84078,Lab/Pathology,,PTHL,PTHL
84080,Lab/Pathology,,PTHL,PTHL
84081,Lab/Pathology,,PTHL,PTHL
84087,Lab/Pathology,,PTHL,PTHL
84100,Lab/Pathology,,PTHL,PTHL
84105,Lab/Pathology,,PTHL,PTHL
84106,Lab/Pathology,,PTHL,PTHL
84110,Lab/Pathology,,PTHL,PTHL
84112,Lab/Pathology,,PTHL,PTHL
84119,Lab/Pathology,,PTHL,PTHL
84120,Lab/Pathology,,PTHL,PTHL
84126,Lab/Pathology,,PTHL,PTHL
84132,Lab/Pathology,,PTHL,PTHL
84133,Lab/Pathology,,PTHL,PTHL
84134,Lab/Pathology,,PTHL,PTHL
84135,Lab/Pathology,,PTHL,PTHL
84138,Lab/Pathology,,PTHL,PTHL
84140,Lab/Pathology,,PTHL,PTHL
84143,Lab/Pathology,,PTHL,PTHL
84144,Lab/Pathology,,PTHL,PTHL
84145,Lab/Pathology,,PTHL,PTHL
84146,Lab/Pathology,,PTHL,PTHL
84150,Lab/Pathology,,PTHL,PTHL
84152,Lab/Pathology,,PTHL,PTHL
84153,Lab/Pathology,,PTHL,PTHL
84154,Lab/Pathology,,PTHL,PTHL
84155,Lab/Pathology,,PTHL,PTHL
84156,Lab/Pathology,,PTHL,PTHL
84157,Lab/Pathology,,PTHL,PTHL
84160,Lab/Pathology,,PTHL,PTHL
84163,Lab/Pathology,,PTHL,PTHL
84165,Lab/Pathology,,PTHL,PTHL
84166,Lab/Pathology,,PTHL,PTHL
84181,Lab/Pathology,,PTHL,PTHL
84182,Lab/Pathology,,PTHL,PTHL
84202,Lab/Pathology,,PTHL,PTHL
84203,Lab/Pathology,,PTHL,PTHL
84206,Lab/Pathology,,PTHL,PTHL
84207,Lab/Pathology,,PTHL,PTHL
84210,Lab/Pathology,,PTHL,PTHL
84220,Lab/Pathology,,PTHL,PTHL
84228,Lab/Pathology,,PTHL,PTHL
84233,Lab/Pathology,,PTHL,PTHL
84234,Lab/Pathology,,PTHL,PTHL
84235,Lab/Pathology,,PTHL,PTHL
84238,Lab/Pathology,,PTHL,PTHL
84244,Lab/Pathology,,PTHL,PTHL
84252,Lab/Pathology,,PTHL,PTHL
84255,Lab/Pathology,,PTHL,PTHL
84260,Lab/Pathology,,PTHL,PTHL
84270,Lab/Pathology,,PTHL,PTHL
84275,Lab/Pathology,,PTHL,PTHL
84285,Lab/Pathology,,PTHL,PTHL
84295,Lab/Pathology,,PTHL,PTHL
84300,Lab/Pathology,,PTHL,PTHL
84302,Lab/Pathology,,PTHL,PTHL
84305,Lab/Pathology,,PTHL,PTHL
84307,Lab/Pathology,,PTHL,PTHL
84311,Lab/Pathology,,PTHL,PTHL
84315,Lab/Pathology,,PTHL,PTHL
84375,Lab/Pathology,,PTHL,PTHL
84376,Lab/Pathology,,PTHL,PTHL
84377,Lab/Pathology,,PTHL,PTHL
84378,Lab/Pathology,,PTHL,PTHL
84379,Lab/Pathology,,PTHL,PTHL
84392,Lab/Pathology,,PTHL,PTHL
84402,Lab/Pathology,,PTHL,PTHL
84403,Lab/Pathology,,PTHL,PTHL
84410,Lab/Pathology,,PTHL,PTHL
84425,Lab/Pathology,,PTHL,PTHL
84430,Lab/Pathology,,PTHL,PTHL
84431,Lab/Pathology,,PTHL,PTHL
84432,Lab/Pathology,,PTHL,PTHL
84436,Lab/Pathology,,PTHL,PTHL
84437,Lab/Pathology,,PTHL,PTHL
84439,Lab/Pathology,,PTHL,PTHL
84442,Lab/Pathology,,PTHL,PTHL
84443,Lab/Pathology,,PTHL,PTHL
84445,Lab/Pathology,,PTHL,PTHL
84446,Lab/Pathology,,PTHL,PTHL
84449,Lab/Pathology,,PTHL,PTHL
84450,Lab/Pathology,,PTHL,PTHL
84460,Lab/Pathology,,PTHL,PTHL
84466,Lab/Pathology,,PTHL,PTHL
84478,Lab/Pathology,,PTHL,PTHL
84479,Lab/Pathology,,PTHL,PTHL
84480,Lab/Pathology,,PTHL,PTHL
84481,Lab/Pathology,,PTHL,PTHL
84482,Lab/Pathology,,PTHL,PTHL
84484,Lab/Pathology,,PTHL,PTHL
84485,Lab/Pathology,,PTHL,PTHL
84488,Lab/Pathology,,PTHL,PTHL
84490,Lab/Pathology,,PTHL,PTHL
84510,Lab/Pathology,,PTHL,PTHL
84512,Lab/Pathology,,PTHL,PTHL
84520,Lab/Pathology,,PTHL,PTHL
84525,Lab/Pathology,,PTHL,PTHL
84540,Lab/Pathology,,PTHL,PTHL
84545,Lab/Pathology,,PTHL,PTHL
84550,Lab/Pathology,,PTHL,PTHL
84560,Lab/Pathology,,PTHL,PTHL
84578,Lab/Pathology,,PTHL,PTHL
84580,Lab/Pathology,,PTHL,PTHL
84583,Lab/Pathology,,PTHL,PTHL
84585,Lab/Pathology,,PTHL,PTHL
84586,Lab/Pathology,,PTHL,PTHL
84588,Lab/Pathology,,PTHL,PTHL
84590,Lab/Pathology,,PTHL,PTHL
84591,Lab/Pathology,,PTHL,PTHL
84597,Lab/Pathology,,PTHL,PTHL
84600,Lab/Pathology,,PTHL,PTHL
84620,Lab/Pathology,,PTHL,PTHL
84630,Lab/Pathology,,PTHL,PTHL
84681,Lab/Pathology,,PTHL,PTHL
84702,Lab/Pathology,,PTHL,PTHL
84703,Lab/Pathology,,PTHL,PTHL
84704,Lab/Pathology,,PTHL,PTHL
84830,Lab/Pathology,,PTHL,PTHL
84999,Lab/Pathology,,PTHL,PTHL
85002,Lab/Pathology,,PTHL,PTHL
85004,Lab/Pathology,,PTHL,PTHL
85007,Lab/Pathology,,PTHL,PTHL
85008,Lab/Pathology,,PTHL,PTHL
85009,Lab/Pathology,,PTHL,PTHL
85013,Lab/Pathology,,PTHL,PTHL
85014,Lab/Pathology,,PTHL,PTHL
85018,Lab/Pathology,,PTHL,PTHL
85021,Lab/Pathology,,PTHL,PTHL
85022,Lab/Pathology,,PTHL,PTHL
85023,Lab/Pathology,,PTHL,PTHL
85024,Lab/Pathology,,PTHL,PTHL
85025,Lab/Pathology,,PTHL,PTHL
85027,Lab/Pathology,,PTHL,PTHL
85029,Lab/Pathology,,PTHL,PTHL
85031,Lab/Pathology,,PTHL,PTHL
85032,Lab/Pathology,,PTHL,PTHL
85041,Lab/Pathology,,PTHL,PTHL
85044,Lab/Pathology,,PTHL,PTHL
85045,Lab/Pathology,,PTHL,PTHL
85046,Lab/Pathology,,PTHL,PTHL
85048,Lab/Pathology,,PTHL,PTHL
85049,Lab/Pathology,,PTHL,PTHL
85055,Lab/Pathology,,PTHL,PTHL
85060,Lab/Pathology,,PTHL,PTHL
85095,Lab/Pathology,,PTHL,PTHL
85097,Lab/Pathology,,PTHL,PTHL
85130,Lab/Pathology,,PTHL,PTHL
85170,Lab/Pathology,,PTHL,PTHL
85175,Lab/Pathology,,PTHL,PTHL
85210,Lab/Pathology,,PTHL,PTHL
85220,Lab/Pathology,,PTHL,PTHL
85230,Lab/Pathology,,PTHL,PTHL
85240,Lab/Pathology,,PTHL,PTHL
85244,Lab/Pathology,,PTHL,PTHL
85245,Lab/Pathology,,PTHL,PTHL
85246,Lab/Pathology,,PTHL,PTHL
85247,Lab/Pathology,,PTHL,PTHL
85250,Lab/Pathology,,PTHL,PTHL
85260,Lab/Pathology,,PTHL,PTHL
85270,Lab/Pathology,,PTHL,PTHL
85280,Lab/Pathology,,PTHL,PTHL
85290,Lab/Pathology,,PTHL,PTHL
85291,Lab/Pathology,,PTHL,PTHL
85292,Lab/Pathology,,PTHL,PTHL
85293,Lab/Pathology,,PTHL,PTHL
85300,Lab/Pathology,,PTHL,PTHL
85301,Lab/Pathology,,PTHL,PTHL
85302,Lab/Pathology,,PTHL,PTHL
85303,Lab/Pathology,,PTHL,PTHL
85305,Lab/Pathology,,PTHL,PTHL
85306,Lab/Pathology,,PTHL,PTHL
85307,Lab/Pathology,,PTHL,PTHL
85335,Lab/Pathology,,PTHL,PTHL
85345,Lab/Pathology,,PTHL,PTHL
85347,Lab/Pathology,,PTHL,PTHL
85348,Lab/Pathology,,PTHL,PTHL
85360,Lab/Pathology,,PTHL,PTHL
85362,Lab/Pathology,,PTHL,PTHL
85366,Lab/Pathology,,PTHL,PTHL
85370,Lab/Pathology,,PTHL,PTHL
85378,Lab/Pathology,,PTHL,PTHL
85379,Lab/Pathology,,PTHL,PTHL
85380,Lab/Pathology,,PTHL,PTHL
85384,Lab/Pathology,,PTHL,PTHL
85385,Lab/Pathology,,PTHL,PTHL
85390,Lab/Pathology,,PTHL,PTHL
85396,Lab/Pathology,,PTHL,PTHL
85397,Lab/Pathology,,PTHL,PTHL
85400,Lab/Pathology,,PTHL,PTHL
85410,Lab/Pathology,,PTHL,PTHL
85415,Lab/Pathology,,PTHL,PTHL
85420,Lab/Pathology,,PTHL,PTHL
85421,Lab/Pathology,,PTHL,PTHL
85441,Lab/Pathology,,PTHL,PTHL
85445,Lab/Pathology,,PTHL,PTHL
85460,Lab/Pathology,,PTHL,PTHL
85461,Lab/Pathology,,PTHL,PTHL
85475,Lab/Pathology,,PTHL,PTHL
85520,Lab/Pathology,,PTHL,PTHL
85525,Lab/Pathology,,PTHL,PTHL
85530,Lab/Pathology,,PTHL,PTHL
85536,Lab/Pathology,,PTHL,PTHL
85540,Lab/Pathology,,PTHL,PTHL
85547,Lab/Pathology,,PTHL,PTHL
85549,Lab/Pathology,,PTHL,PTHL
85555,Lab/Pathology,,PTHL,PTHL
85557,Lab/Pathology,,PTHL,PTHL
85576,Lab/Pathology,,PTHL,PTHL
85585,Lab/Pathology,,PTHL,PTHL
85597,Lab/Pathology,,PTHL,PTHL
85598,Lab/Pathology,,PTHL,PTHL
85610,Lab/Pathology,,PTHL,PTHL
85611,Lab/Pathology,,PTHL,PTHL
85612,Lab/Pathology,,PTHL,PTHL
85613,Lab/Pathology,,PTHL,PTHL
85635,Lab/Pathology,,PTHL,PTHL
85651,Lab/Pathology,,PTHL,PTHL
85652,Lab/Pathology,,PTHL,PTHL
85660,Lab/Pathology,,PTHL,PTHL
85670,Lab/Pathology,,PTHL,PTHL
85675,Lab/Pathology,,PTHL,PTHL
85705,Lab/Pathology,,PTHL,PTHL
85730,Lab/Pathology,,PTHL,PTHL
85732,Lab/Pathology,,PTHL,PTHL
85810,Lab/Pathology,,PTHL,PTHL
85999,Lab/Pathology,,PTHL,PTHL
86000,Lab/Pathology,,PTHL,PTHL
86001,Lab/Pathology,,PTHL,PTHL
86003,Lab/Pathology,,PTHL,PTHL
86005,Lab/Pathology,,PTHL,PTHL
86021,Lab/Pathology,,PTHL,PTHL
86022,Lab/Pathology,,PTHL,PTHL
86023,Lab/Pathology,,PTHL,PTHL
86038,Lab/Pathology,,PTHL,PTHL
86039,Lab/Pathology,,PTHL,PTHL
86060,Lab/Pathology,,PTHL,PTHL
86063,Lab/Pathology,,PTHL,PTHL
86077,Lab/Pathology,,PTHL,PTHL
86078,Lab/Pathology,,PTHL,PTHL
86079,Lab/Pathology,,PTHL,PTHL
86140,Lab/Pathology,,PTHL,PTHL
86141,Lab/Pathology,,PTHL,PTHL
86146,Lab/Pathology,,PTHL,PTHL
86147,Lab/Pathology,,PTHL,PTHL
86148,Lab/Pathology,,PTHL,PTHL
86152,Lab/Pathology,,PTHL,PTHL
86153,Lab/Pathology,,PTHL,PTHL
86155,Lab/Pathology,,PTHL,PTHL
86156,Lab/Pathology,,PTHL,PTHL
86157,Lab/Pathology,,PTHL,PTHL
86160,Lab/Pathology,,PTHL,PTHL
86161,Lab/Pathology,,PTHL,PTHL
86162,Lab/Pathology,,PTHL,PTHL
86171,Lab/Pathology,,PTHL,PTHL
86185,Lab/Pathology,,PTHL,PTHL
86200,Lab/Pathology,,PTHL,PTHL
86215,Lab/Pathology,,PTHL,PTHL
86225,Lab/Pathology,,PTHL,PTHL
86226,Lab/Pathology,,PTHL,PTHL
86235,Lab/Pathology,,PTHL,PTHL
86243,Lab/Pathology,,PTHL,PTHL
86255,Lab/Pathology,,PTHL,PTHL
86256,Lab/Pathology,,PTHL,PTHL
86277,Lab/Pathology,,PTHL,PTHL
86280,Lab/Pathology,,PTHL,PTHL
86294,Lab/Pathology,,PTHL,PTHL
86300,Lab/Pathology,,PTHL,PTHL
86301,Lab/Pathology,,PTHL,PTHL
86304,Lab/Pathology,,PTHL,PTHL
86305,Lab/Pathology,,PTHL,PTHL
86308,Lab/Pathology,,PTHL,PTHL
86309,Lab/Pathology,,PTHL,PTHL
86310,Lab/Pathology,,PTHL,PTHL
86316,Lab/Pathology,,PTHL,PTHL
86317,Lab/Pathology,,PTHL,PTHL
86318,Lab/Pathology,,PTHL,PTHL
86320,Lab/Pathology,,PTHL,PTHL
86325,Lab/Pathology,,PTHL,PTHL
86327,Lab/Pathology,,PTHL,PTHL
86329,Lab/Pathology,,PTHL,PTHL
86331,Lab/Pathology,,PTHL,PTHL
86332,Lab/Pathology,,PTHL,PTHL
86334,Lab/Pathology,,PTHL,PTHL
86335,Lab/Pathology,,PTHL,PTHL
86336,Lab/Pathology,,PTHL,PTHL
86337,Lab/Pathology,,PTHL,PTHL
86340,Lab/Pathology,,PTHL,PTHL
86341,Lab/Pathology,,PTHL,PTHL
86343,Lab/Pathology,,PTHL,PTHL
86344,Lab/Pathology,,PTHL,PTHL
86352,Lab/Pathology,,PTHL,PTHL
86353,Lab/Pathology,,PTHL,PTHL
86355,Lab/Pathology,,PTHL,PTHL
86356,Lab/Pathology,,PTHL,PTHL
86357,Lab/Pathology,,PTHL,PTHL
86359,Lab/Pathology,,PTHL,PTHL
86360,Lab/Pathology,,PTHL,PTHL
86361,Lab/Pathology,,PTHL,PTHL
86367,Lab/Pathology,,PTHL,PTHL
86376,Lab/Pathology,,PTHL,PTHL
86378,Lab/Pathology,,PTHL,PTHL
86379,Lab/Pathology,,PTHL,PTHL
86382,Lab/Pathology,,PTHL,PTHL
86384,Lab/Pathology,,PTHL,PTHL
86386,Lab/Pathology,,PTHL,PTHL
86403,Lab/Pathology,,PTHL,PTHL
86406,Lab/Pathology,,PTHL,PTHL
86430,Lab/Pathology,,PTHL,PTHL
86431,Lab/Pathology,,PTHL,PTHL
86480,Lab/Pathology,,PTHL,PTHL
86481,Lab/Pathology,,PTHL,PTHL
86485,Lab/Pathology,,PTHL,PTHL
86486,Lab/Pathology,,PTHL,PTHL
86490,Lab/Pathology,,PTHL,PTHL
86510,Lab/Pathology,,PTHL,PTHL
86580,Lab/Pathology,,PTHL,PTHL
86588,Lab/Pathology,,PTHL,PTHL
86590,Lab/Pathology,,PTHL,PTHL
86592,Lab/Pathology,,PTHL,PTHL
86593,Lab/Pathology,,PTHL,PTHL
86602,Lab/Pathology,,PTHL,PTHL
86603,Lab/Pathology,,PTHL,PTHL
86606,Lab/Pathology,,PTHL,PTHL
86609,Lab/Pathology,,PTHL,PTHL
86611,Lab/Pathology,,PTHL,PTHL
86612,Lab/Pathology,,PTHL,PTHL
86615,Lab/Pathology,,PTHL,PTHL
86617,Lab/Pathology,,PTHL,PTHL
86618,Lab/Pathology,,PTHL,PTHL
86619,Lab/Pathology,,PTHL,PTHL
86622,Lab/Pathology,,PTHL,PTHL
86625,Lab/Pathology,,PTHL,PTHL
86628,Lab/Pathology,,PTHL,PTHL
86631,Lab/Pathology,,PTHL,PTHL
86632,Lab/Pathology,,PTHL,PTHL
86635,Lab/Pathology,,PTHL,PTHL
86638,Lab/Pathology,,PTHL,PTHL
86641,Lab/Pathology,,PTHL,PTHL
86644,Lab/Pathology,,PTHL,PTHL
86645,Lab/Pathology,,PTHL,PTHL
86648,Lab/Pathology,,PTHL,PTHL
86651,Lab/Pathology,,PTHL,PTHL
86652,Lab/Pathology,,PTHL,PTHL
86653,Lab/Pathology,,PTHL,PTHL
86654,Lab/Pathology,,PTHL,PTHL
86658,Lab/Pathology,,PTHL,PTHL
86663,Lab/Pathology,,PTHL,PTHL
86664,Lab/Pathology,,PTHL,PTHL
86665,Lab/Pathology,,PTHL,PTHL
86666,Lab/Pathology,,PTHL,PTHL
86668,Lab/Pathology,,PTHL,PTHL
86671,Lab/Pathology,,PTHL,PTHL
86674,Lab/Pathology,,PTHL,PTHL
86677,Lab/Pathology,,PTHL,PTHL
86682,Lab/Pathology,,PTHL,PTHL
86684,Lab/Pathology,,PTHL,PTHL
86687,Lab/Pathology,,PTHL,PTHL
86688,Lab/Pathology,,PTHL,PTHL
86689,Lab/Pathology,,PTHL,PTHL
86692,Lab/Pathology,,PTHL,PTHL
86694,Lab/Pathology,,PTHL,PTHL
86695,Lab/Pathology,,PTHL,PTHL
86696,Lab/Pathology,,PTHL,PTHL
86698,Lab/Pathology,,PTHL,PTHL
86701,Lab/Pathology,,PTHL,PTHL
86702,Lab/Pathology,,PTHL,PTHL
86703,Lab/Pathology,,PTHL,PTHL
86704,Lab/Pathology,,PTHL,PTHL
86705,Lab/Pathology,,PTHL,PTHL
86706,Lab/Pathology,,PTHL,PTHL
86707,Lab/Pathology,,PTHL,PTHL
86708,Lab/Pathology,,PTHL,PTHL
86709,Lab/Pathology,,PTHL,PTHL
86710,Lab/Pathology,,PTHL,PTHL
86711,Lab/Pathology,,PTHL,PTHL
86713,Lab/Pathology,,PTHL,PTHL
86717,Lab/Pathology,,PTHL,PTHL
86720,Lab/Pathology,,PTHL,PTHL
86723,Lab/Pathology,,PTHL,PTHL
86727,Lab/Pathology,,PTHL,PTHL
86729,Lab/Pathology,,PTHL,PTHL
86732,Lab/Pathology,,PTHL,PTHL
86735,Lab/Pathology,,PTHL,PTHL
86738,Lab/Pathology,,PTHL,PTHL
86741,Lab/Pathology,,PTHL,PTHL
86744,Lab/Pathology,,PTHL,PTHL
86747,Lab/Pathology,,PTHL,PTHL
86750,Lab/Pathology,,PTHL,PTHL
86753,Lab/Pathology,,PTHL,PTHL
86756,Lab/Pathology,,PTHL,PTHL
86757,Lab/Pathology,,PTHL,PTHL
86759,Lab/Pathology,,PTHL,PTHL
86762,Lab/Pathology,,PTHL,PTHL
86765,Lab/Pathology,,PTHL,PTHL
86768,Lab/Pathology,,PTHL,PTHL
86771,Lab/Pathology,,PTHL,PTHL
86774,Lab/Pathology,,PTHL,PTHL
86777,Lab/Pathology,,PTHL,PTHL
86778,Lab/Pathology,,PTHL,PTHL
86780,Lab/Pathology,,PTHL,PTHL
86781,Lab/Pathology,,PTHL,PTHL
86784,Lab/Pathology,,PTHL,PTHL
86787,Lab/Pathology,,PTHL,PTHL
86788,Lab/Pathology,,PTHL,PTHL
86789,Lab/Pathology,,PTHL,PTHL
86790,Lab/Pathology,,PTHL,PTHL
86793,Lab/Pathology,,PTHL,PTHL
86794,Lab/Pathology,,PTHL,PTHL
86800,Lab/Pathology,,PTHL,PTHL
86803,Lab/Pathology,,PTHL,PTHL
86804,Lab/Pathology,,PTHL,PTHL
86805,Lab/Pathology,,PTHL,PTHL
86806,Lab/Pathology,,PTHL,PTHL
86807,Lab/Pathology,,PTHL,PTHL
86808,Lab/Pathology,,PTHL,PTHL
86812,Lab/Pathology,,PTHL,PTHL
86813,Lab/Pathology,,PTHL,PTHL
86816,Lab/Pathology,,PTHL,PTHL
86817,Lab/Pathology,,PTHL,PTHL
86821,Lab/Pathology,,PTHL,PTHL
86822,Lab/Pathology,,PTHL,PTHL
86825,Lab/Pathology,,PTHL,PTHL
86826,Lab/Pathology,,PTHL,PTHL
86828,Lab/Pathology,,PTHL,PTHL
86829,Lab/Pathology,,PTHL,PTHL
86830,Lab/Pathology,,PTHL,PTHL
86831,Lab/Pathology,,PTHL,PTHL
86832,Lab/Pathology,,PTHL,PTHL
86833,Lab/Pathology,,PTHL,PTHL
86834,Lab/Pathology,,PTHL,PTHL
86835,Lab/Pathology,,PTHL,PTHL
86849,Lab/Pathology,,PTHL,PTHL
86850,Lab/Pathology,,PTHL,PTHL
86860,Lab/Pathology,,PTHL,PTHL
86870,Lab/Pathology,,PTHL,PTHL
86880,Lab/Pathology,,PTHL,PTHL
86885,Lab/Pathology,,PTHL,PTHL
86886,Lab/Pathology,,PTHL,PTHL
86890,Lab/Pathology,,PTHL,PTHL
86891,Lab/Pathology,,PTHL,PTHL
86900,Lab/Pathology,,PTHL,PTHL
86901,Lab/Pathology,,PTHL,PTHL
86902,Lab/Pathology,,PTHL,PTHL
86904,Lab/Pathology,,PTHL,PTHL
86905,Lab/Pathology,,PTHL,PTHL
86906,Lab/Pathology,,PTHL,PTHL
86910,Lab/Pathology,,PTHL,PTHL
86911,Lab/Pathology,,PTHL,PTHL
86920,Lab/Pathology,,PTHL,PTHL
86921,Lab/Pathology,,PTHL,PTHL
86922,Lab/Pathology,,PTHL,PTHL
86923,Lab/Pathology,,PTHL,PTHL
86927,Lab/Pathology,,PTHL,PTHL
86930,Lab/Pathology,,PTHL,PTHL
86931,Lab/Pathology,,PTHL,PTHL
86932,Lab/Pathology,,PTHL,PTHL
86940,Lab/Pathology,,PTHL,PTHL
86941,Lab/Pathology,,PTHL,PTHL
86945,Lab/Pathology,,PTHL,PTHL
86950,Lab/Pathology,,PTHL,PTHL
86960,Lab/Pathology,,PTHL,PTHL
86965,Lab/Pathology,,PTHL,PTHL
86970,Lab/Pathology,,PTHL,PTHL
86971,Lab/Pathology,,PTHL,PTHL
86972,Lab/Pathology,,PTHL,PTHL
86975,Lab/Pathology,,PTHL,PTHL
86976,Lab/Pathology,,PTHL,PTHL
86977,Lab/Pathology,,PTHL,PTHL
86978,Lab/Pathology,,PTHL,PTHL
86985,Lab/Pathology,,PTHL,PTHL
86999,Lab/Pathology,,PTHL,PTHL
87001,Lab/Pathology,,PTHL,PTHL
87003,Lab/Pathology,,PTHL,PTHL
87015,Lab/Pathology,,PTHL,PTHL
87040,Lab/Pathology,,PTHL,PTHL
87045,Lab/Pathology,,PTHL,PTHL
87046,Lab/Pathology,,PTHL,PTHL
87060,Lab/Pathology,,PTHL,PTHL
87070,Lab/Pathology,,PTHL,PTHL
87071,Lab/Pathology,,PTHL,PTHL
87073,Lab/Pathology,,PTHL,PTHL
87075,Lab/Pathology,,PTHL,PTHL
87076,Lab/Pathology,,PTHL,PTHL
87077,Lab/Pathology,,PTHL,PTHL
87081,Lab/Pathology,,PTHL,PTHL
87083,Lab/Pathology,,PTHL,PTHL
87084,Lab/Pathology,,PTHL,PTHL
87085,Lab/Pathology,,PTHL,PTHL
87086,Lab/Pathology,,PTHL,PTHL
87087,Lab/Pathology,,PTHL,PTHL
87088,Lab/Pathology,,PTHL,PTHL
